TECNOLOGIA INSTALADA,INSTITUCION,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,ESTATUS,CODIGO POSTAL
0.0,20.0,74.0,103.0,3.0,70.0,166.0,37.0,1.0,45400.0
1.0,23.0,74.0,27.0,9.0,58.0,346.0,4313.0,2.0,45400.0
1.0,20.0,79.0,103.0,1.0,124.0,1028.0,892.0,2.0,47300.0
1.0,20.0,74.0,103.0,8.0,33.0,237.0,1350.0,2.0,48740.0
0.0,20.0,74.0,103.0,6.0,24.0,147.0,3098.0,1.0,46200.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,4170.0,2.0,44100.0
1.0,20.0,74.0,7.0,1.0,46.0,372.0,4110.0,2.0,47120.0
0.0,20.0,74.0,103.0,2.0,103.0,676.0,4367.0,1.0,45643.0
0.0,20.0,74.0,97.0,1.0,124.0,1028.0,893.0,0.0,47300.0
1.0,17.0,74.0,103.0,2.0,127.0,511.0,622.0,2.0,45080.0
0.0,20.0,74.0,103.0,2.0,45.0,928.0,4540.0,0.0,45260.0
1.0,20.0,74.0,107.0,1.0,99.0,690.0,4452.0,2.0,47715.0
0.0,20.0,74.0,103.0,10.0,114.0,845.0,1405.0,1.0,49800.0
1.0,22.0,74.0,103.0,2.0,40.0,632.0,4662.0,2.0,45400.0
0.0,20.0,74.0,103.0,3.0,68.0,833.0,2332.0,0.0,45963.0
0.0,11.0,48.0,108.0,1.0,99.0,959.0,1874.0,1.0,47600.0
0.0,20.0,79.0,103.0,2.0,104.0,983.0,4431.0,0.0,45606.0
0.0,20.0,74.0,103.0,0.0,56.0,694.0,124.0,0.0,47420.0
0.0,20.0,74.0,103.0,4.0,106.0,268.0,1405.0,1.0,48460.0
1.0,20.0,74.0,83.0,13.0,101.0,973.0,4008.0,2.0,46760.0
1.0,17.0,23.0,84.0,2.0,107.0,987.0,3434.0,2.0,45400.0
0.0,20.0,74.0,97.0,2.0,103.0,754.0,2953.0,0.0,45640.0
1.0,20.0,79.0,7.0,8.0,34.0,246.0,3459.0,2.0,48700.0
0.0,20.0,79.0,97.0,2.0,103.0,377.0,3075.0,0.0,45641.0
1.0,20.0,79.0,103.0,2.0,40.0,346.0,3140.0,2.0,44840.0
0.0,20.0,74.0,103.0,1.0,99.0,663.0,3632.0,0.0,47600.0
0.0,20.0,79.0,103.0,0.0,116.0,792.0,1405.0,0.0,47570.0
0.0,20.0,74.0,107.0,8.0,112.0,845.0,1405.0,1.0,48988.0
1.0,20.0,74.0,103.0,2.0,104.0,983.0,4648.0,2.0,45500.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,2589.0,1.0,44790.0
0.0,20.0,74.0,12.0,1.0,99.0,959.0,1830.0,1.0,47600.0
1.0,22.0,74.0,103.0,0.0,77.0,824.0,666.0,2.0,47020.0
1.0,20.0,74.0,103.0,4.0,106.0,338.0,1405.0,2.0,48450.0
1.0,20.0,79.0,103.0,13.0,101.0,973.0,2369.0,2.0,46760.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,3388.0,0.0,45030.0
1.0,22.0,74.0,103.0,3.0,30.0,171.0,3464.0,2.0,47980.0
0.0,20.0,74.0,97.0,10.0,94.0,436.0,1405.0,1.0,49230.0
3.0,20.0,74.0,107.0,3.0,13.0,488.0,1405.0,2.0,59250.0
0.0,18.0,74.0,103.0,2.0,104.0,346.0,2503.0,0.0,45400.0
1.0,15.0,74.0,103.0,3.0,19.0,118.0,2269.0,2.0,45900.0
0.0,20.0,74.0,103.0,5.0,12.0,390.0,4171.0,0.0,48916.0
0.0,20.0,74.0,103.0,2.0,132.0,153.0,1457.0,1.0,45430.0
1.0,22.0,74.0,103.0,8.0,33.0,237.0,2047.0,2.0,48740.0
0.0,20.0,74.0,103.0,2.0,107.0,783.0,822.0,1.0,45680.0
1.0,22.0,74.0,103.0,2.0,127.0,1034.0,694.0,2.0,45170.0
0.0,20.0,74.0,97.0,13.0,5.0,1021.0,3416.0,1.0,46600.0
1.0,20.0,74.0,7.0,0.0,122.0,1022.0,289.0,2.0,47250.0
1.0,17.0,19.0,89.0,2.0,103.0,832.0,3428.0,2.0,45665.0
0.0,20.0,74.0,103.0,10.0,126.0,194.0,1405.0,1.0,45750.0
0.0,20.0,58.0,87.0,2.0,40.0,346.0,1812.0,0.0,44930.0
0.0,20.0,74.0,97.0,13.0,23.0,410.0,2496.0,0.0,48530.0
1.0,20.0,79.0,103.0,0.0,56.0,507.0,366.0,2.0,47440.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,2645.0,0.0,44960.0
3.0,20.0,74.0,107.0,10.0,114.0,826.0,44.0,2.0,49800.0
0.0,20.0,74.0,107.0,2.0,40.0,346.0,3745.0,0.0,44980.0
1.0,20.0,74.0,7.0,0.0,36.0,322.0,1259.0,2.0,47270.0
1.0,20.0,79.0,103.0,2.0,40.0,346.0,2626.0,2.0,44220.0
1.0,20.0,79.0,103.0,10.0,128.0,1036.0,1328.0,2.0,49600.0
0.0,23.0,74.0,78.0,2.0,104.0,346.0,618.0,1.0,44990.0
0.0,20.0,74.0,103.0,2.0,104.0,983.0,4070.0,1.0,45625.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,915.0,0.0,44720.0
0.0,7.0,74.0,103.0,10.0,92.0,346.0,3426.0,1.0,45400.0
0.0,20.0,74.0,103.0,2.0,127.0,1034.0,4255.0,0.0,45085.0
0.0,20.0,74.0,97.0,1.0,124.0,1028.0,4732.0,1.0,47300.0
0.0,22.0,74.0,103.0,2.0,103.0,892.0,427.0,0.0,45690.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,3780.0,1.0,44900.0
0.0,13.0,74.0,103.0,3.0,64.0,346.0,758.0,1.0,47800.0
1.0,20.0,74.0,103.0,0.0,97.0,953.0,4011.0,2.0,47200.0
0.0,7.0,74.0,103.0,8.0,33.0,346.0,2421.0,1.0,45400.0
0.0,20.0,74.0,103.0,0.0,56.0,561.0,1405.0,0.0,47400.0
0.0,20.0,74.0,97.0,5.0,17.0,210.0,1930.0,1.0,48948.0
0.0,11.0,74.0,103.0,10.0,129.0,346.0,1405.0,1.0,45400.0
0.0,20.0,74.0,83.0,2.0,127.0,1034.0,3813.0,0.0,45057.0
1.0,20.0,74.0,103.0,2.0,104.0,983.0,4420.0,2.0,45520.0
3.0,20.0,74.0,107.0,1.0,99.0,579.0,4528.0,2.0,47600.0
0.0,20.0,79.0,103.0,12.0,93.0,940.0,4031.0,1.0,49900.0
1.0,20.0,79.0,83.0,3.0,19.0,118.0,2935.0,2.0,45900.0
0.0,20.0,74.0,97.0,2.0,104.0,983.0,1311.0,0.0,45599.0
0.0,20.0,79.0,103.0,1.0,6.0,778.0,1405.0,1.0,47186.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,3649.0,0.0,44960.0
1.0,20.0,79.0,7.0,9.0,90.0,932.0,3234.0,2.0,48200.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,299.0,0.0,44600.0
0.0,20.0,74.0,103.0,0.0,77.0,98.0,1747.0,1.0,47000.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,495.0,0.0,45400.0
0.0,20.0,74.0,97.0,2.0,127.0,332.0,1405.0,1.0,45200.0
1.0,22.0,74.0,103.0,13.0,5.0,31.0,1210.0,2.0,46600.0
0.0,20.0,74.0,103.0,3.0,10.0,874.0,1405.0,1.0,47750.0
3.0,20.0,74.0,107.0,13.0,32.0,359.0,2192.0,2.0,45368.0
0.0,20.0,79.0,103.0,10.0,105.0,159.0,1405.0,1.0,49750.0
1.0,20.0,74.0,107.0,10.0,92.0,762.0,3433.0,2.0,49340.0
0.0,23.0,74.0,99.0,2.0,40.0,346.0,4685.0,0.0,45400.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,3353.0,0.0,44720.0
0.0,20.0,74.0,97.0,10.0,131.0,132.0,1217.0,1.0,49070.0
0.0,20.0,74.0,97.0,1.0,124.0,616.0,2878.0,0.0,47330.0
1.0,17.0,29.0,84.0,10.0,129.0,1038.0,379.0,2.0,49770.0
1.0,20.0,79.0,7.0,12.0,55.0,455.0,4005.0,2.0,49460.0
1.0,8.0,74.0,103.0,2.0,127.0,346.0,1940.0,2.0,45090.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,4742.0,0.0,44910.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,745.0,2.0,45140.0
1.0,20.0,74.0,107.0,13.0,100.0,838.0,1703.0,2.0,46400.0
1.0,22.0,74.0,103.0,10.0,38.0,870.0,3006.0,2.0,49120.0
1.0,22.0,74.0,103.0,2.0,107.0,987.0,4552.0,2.0,45400.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,1905.0,0.0,44860.0
1.0,20.0,74.0,103.0,13.0,57.0,615.0,3208.0,2.0,46470.0
1.0,20.0,74.0,7.0,2.0,107.0,987.0,1343.0,2.0,45410.0
1.0,20.0,74.0,107.0,4.0,69.0,721.0,3707.0,2.0,48328.0
1.0,20.0,74.0,107.0,10.0,87.0,921.0,1140.0,2.0,49300.0
0.0,20.0,74.0,97.0,1.0,0.0,4.0,4640.0,0.0,45470.0
0.0,20.0,74.0,107.0,1.0,99.0,114.0,1405.0,1.0,47200.0
0.0,20.0,79.0,97.0,2.0,104.0,983.0,3630.0,1.0,45590.0
1.0,20.0,74.0,107.0,0.0,122.0,1022.0,3937.0,2.0,47250.0
0.0,20.0,74.0,107.0,12.0,91.0,303.0,1405.0,1.0,49677.0
0.0,20.0,74.0,103.0,2.0,127.0,64.0,919.0,1.0,45140.0
1.0,20.0,74.0,103.0,2.0,107.0,346.0,1306.0,2.0,45400.0
0.0,20.0,74.0,97.0,1.0,6.0,36.0,4137.0,0.0,47183.0
1.0,22.0,74.0,103.0,5.0,17.0,944.0,2461.0,2.0,48945.0
1.0,20.0,74.0,107.0,2.0,127.0,1034.0,1804.0,2.0,45190.0
0.0,23.0,74.0,103.0,2.0,127.0,346.0,676.0,1.0,45400.0
0.0,20.0,74.0,97.0,6.0,24.0,914.0,1405.0,0.0,46200.0
1.0,20.0,74.0,103.0,9.0,58.0,617.0,160.0,2.0,46900.0
1.0,20.0,74.0,103.0,9.0,14.0,58.0,3011.0,2.0,48050.0
0.0,20.0,79.0,103.0,2.0,104.0,983.0,800.0,1.0,45615.0
0.0,7.0,74.0,103.0,3.0,10.0,346.0,1686.0,1.0,45400.0
0.0,20.0,74.0,83.0,2.0,40.0,346.0,2501.0,0.0,44950.0
1.0,13.0,74.0,103.0,10.0,87.0,346.0,450.0,2.0,49330.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,3239.0,0.0,44400.0
0.0,20.0,79.0,97.0,2.0,104.0,983.0,1975.0,0.0,44810.0
0.0,20.0,74.0,103.0,10.0,3.0,961.0,3456.0,1.0,49380.0
0.0,20.0,74.0,7.0,12.0,93.0,940.0,1144.0,1.0,49990.0
1.0,20.0,74.0,103.0,2.0,107.0,155.0,4403.0,2.0,45410.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,299.0,0.0,44600.0
0.0,20.0,74.0,83.0,1.0,0.0,4.0,913.0,1.0,45470.0
1.0,20.0,79.0,103.0,2.0,40.0,346.0,2007.0,2.0,44900.0
0.0,20.0,74.0,92.0,2.0,127.0,1034.0,1956.0,1.0,44510.0
0.0,20.0,74.0,103.0,2.0,107.0,987.0,3859.0,0.0,45400.0
1.0,20.0,74.0,7.0,2.0,104.0,983.0,1904.0,2.0,45500.0
0.0,20.0,74.0,97.0,13.0,5.0,506.0,1525.0,1.0,46700.0
0.0,20.0,74.0,103.0,13.0,78.0,917.0,3759.0,0.0,46570.0
0.0,11.0,74.0,103.0,10.0,131.0,346.0,1544.0,1.0,45400.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,2507.0,0.0,44950.0
1.0,20.0,74.0,103.0,4.0,69.0,721.0,3610.0,2.0,48290.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,936.0,0.0,44990.0
0.0,20.0,74.0,97.0,1.0,99.0,959.0,2092.0,1.0,47600.0
1.0,20.0,74.0,103.0,5.0,12.0,55.0,794.0,2.0,48900.0
1.0,22.0,74.0,103.0,13.0,5.0,31.0,999.0,2.0,46600.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,2089.0,2.0,44730.0
0.0,20.0,74.0,103.0,2.0,104.0,983.0,841.0,0.0,45609.0
0.0,20.0,74.0,107.0,1.0,0.0,907.0,4425.0,0.0,45470.0
0.0,7.0,74.0,103.0,12.0,59.0,346.0,1585.0,1.0,45400.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,2244.0,0.0,45400.0
1.0,1.0,74.0,103.0,9.0,39.0,346.0,4165.0,2.0,45400.0
0.0,13.0,74.0,103.0,2.0,127.0,1034.0,4056.0,0.0,45060.0
0.0,20.0,74.0,107.0,2.0,45.0,804.0,4370.0,1.0,45299.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,2499.0,1.0,44950.0
1.0,17.0,28.0,84.0,1.0,6.0,36.0,1900.0,2.0,47180.0
0.0,20.0,74.0,97.0,2.0,127.0,1034.0,3131.0,1.0,45010.0
0.0,20.0,79.0,103.0,2.0,127.0,1034.0,2329.0,1.0,45230.0
1.0,17.0,28.0,84.0,1.0,6.0,36.0,1900.0,2.0,47180.0
3.0,20.0,74.0,107.0,6.0,121.0,831.0,560.0,2.0,46100.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,1150.0,0.0,45010.0
1.0,20.0,74.0,103.0,5.0,54.0,844.0,1294.0,2.0,48869.0
0.0,20.0,74.0,97.0,10.0,109.0,989.0,2306.0,1.0,49840.0
1.0,7.0,74.0,103.0,8.0,52.0,346.0,1608.0,2.0,45400.0
0.0,20.0,74.0,107.0,2.0,104.0,883.0,1315.0,1.0,45600.0
1.0,20.0,74.0,103.0,8.0,117.0,1006.0,4077.0,2.0,48000.0
0.0,20.0,74.0,103.0,10.0,3.0,609.0,1405.0,1.0,49370.0
0.0,20.0,79.0,107.0,0.0,56.0,106.0,3368.0,0.0,47443.0
1.0,20.0,74.0,103.0,2.0,103.0,981.0,3875.0,2.0,45640.0
1.0,20.0,74.0,7.0,10.0,128.0,1036.0,4013.0,2.0,49600.0
0.0,22.0,74.0,103.0,6.0,24.0,147.0,3675.0,0.0,46200.0
0.0,20.0,79.0,103.0,2.0,45.0,969.0,4558.0,1.0,45260.0
0.0,17.0,36.0,89.0,10.0,3.0,961.0,4160.0,1.0,49380.0
1.0,20.0,74.0,103.0,0.0,74.0,776.0,3927.0,2.0,47590.0
0.0,20.0,74.0,103.0,2.0,103.0,1027.0,1346.0,0.0,45640.0
0.0,20.0,74.0,97.0,13.0,57.0,615.0,4659.0,1.0,46470.0
0.0,20.0,79.0,103.0,1.0,48.0,379.0,3211.0,0.0,47950.0
1.0,20.0,79.0,103.0,10.0,87.0,921.0,147.0,2.0,49300.0
0.0,20.0,74.0,103.0,3.0,130.0,242.0,3458.0,1.0,45980.0
1.0,20.0,74.0,7.0,3.0,111.0,992.0,781.0,2.0,47730.0
0.0,20.0,74.0,103.0,10.0,114.0,1000.0,1222.0,1.0,49800.0
1.0,20.0,79.0,107.0,5.0,22.0,65.0,683.0,2.0,48987.0
0.0,23.0,74.0,103.0,8.0,95.0,346.0,1405.0,1.0,45400.0
0.0,20.0,74.0,103.0,13.0,78.0,186.0,115.0,1.0,46574.0
0.0,20.0,74.0,103.0,2.0,103.0,892.0,2549.0,0.0,45655.0
1.0,7.0,74.0,103.0,4.0,69.0,721.0,2582.0,2.0,45400.0
1.0,20.0,74.0,83.0,0.0,122.0,1022.0,4494.0,2.0,47250.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,724.0,2.0,45170.0
0.0,20.0,74.0,103.0,10.0,126.0,67.0,4199.0,0.0,45760.0
0.0,20.0,74.0,103.0,2.0,132.0,181.0,1718.0,0.0,45434.0
1.0,20.0,74.0,7.0,2.0,40.0,346.0,406.0,2.0,44930.0
0.0,20.0,74.0,103.0,6.0,24.0,147.0,156.0,1.0,46200.0
1.0,17.0,28.0,84.0,10.0,128.0,1036.0,392.0,2.0,49600.0
0.0,20.0,74.0,97.0,2.0,127.0,971.0,1239.0,1.0,45220.0
0.0,20.0,74.0,103.0,6.0,42.0,285.0,1405.0,1.0,46290.0
1.0,20.0,74.0,103.0,3.0,13.0,467.0,2457.0,2.0,47940.0
0.0,20.0,74.0,103.0,2.0,103.0,871.0,1042.0,0.0,45650.0
0.0,20.0,74.0,103.0,2.0,104.0,983.0,906.0,0.0,45609.0
0.0,20.0,74.0,97.0,1.0,99.0,959.0,2107.0,0.0,47600.0
0.0,20.0,74.0,97.0,0.0,56.0,342.0,849.0,1.0,45400.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,473.0,2.0,45130.0
0.0,20.0,74.0,103.0,3.0,10.0,250.0,1405.0,1.0,47750.0
1.0,20.0,74.0,103.0,1.0,99.0,959.0,4083.0,2.0,47600.0
0.0,22.0,74.0,103.0,2.0,127.0,1034.0,812.0,1.0,45010.0
0.0,20.0,74.0,97.0,1.0,99.0,114.0,1405.0,1.0,47690.0
0.0,20.0,74.0,83.0,2.0,127.0,1034.0,3813.0,0.0,45057.0
0.0,20.0,74.0,97.0,2.0,120.0,1018.0,3019.0,1.0,45730.0
0.0,20.0,74.0,103.0,3.0,68.0,799.0,765.0,0.0,45976.0
0.0,20.0,74.0,97.0,8.0,112.0,266.0,1405.0,0.0,48770.0
0.0,20.0,74.0,103.0,3.0,66.0,660.0,4509.0,0.0,45400.0
1.0,20.0,79.0,103.0,2.0,127.0,1034.0,865.0,2.0,45130.0
0.0,20.0,79.0,97.0,2.0,104.0,299.0,2521.0,1.0,45608.0
1.0,20.0,79.0,103.0,0.0,36.0,60.0,2389.0,2.0,47280.0
0.0,20.0,74.0,103.0,6.0,20.0,730.0,1405.0,1.0,46300.0
0.0,20.0,79.0,97.0,2.0,104.0,983.0,4074.0,0.0,45638.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,4325.0,2.0,44330.0
0.0,22.0,74.0,103.0,2.0,40.0,346.0,3133.0,1.0,44460.0
1.0,20.0,74.0,7.0,2.0,40.0,346.0,975.0,2.0,44430.0
0.0,20.0,74.0,7.0,10.0,128.0,1036.0,3495.0,1.0,49600.0
0.0,20.0,74.0,103.0,1.0,6.0,602.0,1405.0,1.0,47180.0
0.0,23.0,74.0,98.0,2.0,40.0,346.0,2124.0,1.0,44100.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,1277.0,2.0,44380.0
1.0,20.0,79.0,7.0,8.0,108.0,988.0,4524.0,2.0,48760.0
0.0,13.0,74.0,103.0,13.0,2.0,20.0,1688.0,1.0,46730.0
0.0,20.0,74.0,103.0,2.0,127.0,1034.0,1784.0,1.0,45010.0
0.0,20.0,74.0,103.0,0.0,56.0,309.0,1405.0,0.0,47400.0
1.0,20.0,79.0,103.0,2.0,127.0,652.0,3350.0,2.0,45200.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,3268.0,0.0,44260.0
1.0,22.0,74.0,103.0,3.0,13.0,57.0,4192.0,2.0,47930.0
0.0,20.0,74.0,97.0,13.0,5.0,770.0,40.0,0.0,46700.0
1.0,22.0,74.0,103.0,4.0,69.0,721.0,1085.0,2.0,48350.0
1.0,22.0,74.0,103.0,0.0,116.0,1005.0,1234.0,2.0,48800.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,1028.0,2.0,44800.0
0.0,20.0,74.0,97.0,2.0,35.0,542.0,4374.0,0.0,45693.0
0.0,20.0,74.0,103.0,2.0,132.0,12.0,4025.0,0.0,45460.0
0.0,20.0,74.0,103.0,5.0,26.0,101.0,1405.0,1.0,48950.0
0.0,22.0,74.0,103.0,5.0,17.0,487.0,3797.0,1.0,48930.0
0.0,20.0,79.0,103.0,8.0,112.0,266.0,57.0,0.0,48770.0
0.0,20.0,58.0,87.0,10.0,131.0,132.0,1834.0,1.0,49010.0
0.0,20.0,74.0,103.0,2.0,127.0,1034.0,1281.0,0.0,45070.0
0.0,20.0,74.0,103.0,3.0,64.0,660.0,705.0,1.0,47795.0
0.0,20.0,79.0,103.0,2.0,127.0,1034.0,4390.0,1.0,45090.0
1.0,20.0,74.0,7.0,2.0,40.0,346.0,336.0,2.0,44700.0
0.0,20.0,79.0,83.0,2.0,40.0,346.0,2501.0,0.0,44950.0
0.0,20.0,79.0,103.0,1.0,99.0,864.0,4154.0,0.0,47600.0
0.0,20.0,74.0,97.0,1.0,99.0,11.0,1405.0,1.0,47600.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,1962.0,1.0,44760.0
0.0,20.0,79.0,97.0,2.0,107.0,987.0,1296.0,1.0,45400.0
0.0,20.0,74.0,97.0,10.0,38.0,870.0,312.0,1.0,49120.0
1.0,20.0,74.0,107.0,13.0,101.0,428.0,3889.0,2.0,46760.0
0.0,20.0,74.0,107.0,2.0,103.0,892.0,2108.0,1.0,45655.0
3.0,20.0,74.0,107.0,0.0,97.0,360.0,1405.0,2.0,47225.0
1.0,22.0,74.0,103.0,2.0,127.0,1034.0,3431.0,2.0,45010.0
0.0,20.0,74.0,97.0,12.0,93.0,485.0,2288.0,1.0,49910.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,4095.0,0.0,44960.0
1.0,20.0,74.0,103.0,2.0,103.0,604.0,4618.0,2.0,45641.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,1554.0,2.0,45140.0
0.0,7.0,74.0,87.0,2.0,40.0,346.0,1864.0,1.0,45400.0
1.0,7.0,74.0,103.0,1.0,48.0,346.0,3521.0,2.0,45400.0
0.0,20.0,74.0,103.0,2.0,107.0,987.0,2200.0,0.0,45400.0
0.0,20.0,74.0,97.0,13.0,89.0,929.0,1378.0,1.0,45300.0
0.0,20.0,74.0,97.0,13.0,23.0,410.0,68.0,1.0,48530.0
1.0,22.0,74.0,103.0,10.0,11.0,52.0,468.0,2.0,49200.0
1.0,20.0,74.0,103.0,2.0,132.0,1041.0,4028.0,2.0,45430.0
0.0,11.0,74.0,3.0,1.0,79.0,830.0,2360.0,1.0,45400.0
0.0,20.0,74.0,97.0,13.0,82.0,837.0,2646.0,0.0,46770.0
1.0,20.0,79.0,103.0,0.0,122.0,1022.0,4608.0,2.0,47250.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,4647.0,1.0,45060.0
0.0,13.0,74.0,103.0,2.0,107.0,987.0,3423.0,1.0,45400.0
3.0,23.0,74.0,103.0,6.0,61.0,851.0,531.0,2.0,45400.0
1.0,22.0,74.0,103.0,2.0,127.0,1034.0,1240.0,2.0,45180.0
1.0,17.0,74.0,103.0,2.0,4.0,29.0,985.0,2.0,45380.0
0.0,20.0,74.0,107.0,2.0,35.0,294.0,1278.0,1.0,45685.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,333.0,0.0,44360.0
0.0,20.0,74.0,7.0,10.0,126.0,1032.0,1648.0,0.0,45750.0
1.0,20.0,79.0,103.0,2.0,127.0,1034.0,2660.0,2.0,45180.0
0.0,20.0,74.0,97.0,2.0,127.0,452.0,2318.0,1.0,45200.0
0.0,7.0,74.0,103.0,10.0,128.0,346.0,4709.0,1.0,45400.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,3854.0,0.0,44960.0
0.0,20.0,79.0,103.0,2.0,107.0,987.0,4169.0,1.0,45402.0
1.0,17.0,44.0,89.0,2.0,1.0,73.0,359.0,2.0,45720.0
1.0,20.0,74.0,103.0,3.0,10.0,48.0,3184.0,2.0,47750.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,3152.0,2.0,45180.0
0.0,20.0,74.0,97.0,1.0,99.0,622.0,1405.0,0.0,47600.0
0.0,22.0,74.0,103.0,6.0,121.0,1020.0,4131.0,1.0,46100.0
0.0,18.0,74.0,103.0,2.0,104.0,346.0,4318.0,1.0,45400.0
1.0,20.0,74.0,103.0,3.0,19.0,24.0,854.0,2.0,45915.0
1.0,17.0,74.0,103.0,3.0,50.0,346.0,1656.0,2.0,45400.0
1.0,20.0,74.0,7.0,9.0,14.0,58.0,3969.0,2.0,48050.0
0.0,17.0,39.0,89.0,10.0,94.0,317.0,1661.0,1.0,49240.0
0.0,20.0,74.0,103.0,10.0,98.0,947.0,3448.0,1.0,49265.0
0.0,20.0,74.0,103.0,2.0,40.0,346.0,2706.0,0.0,44980.0
1.0,20.0,74.0,107.0,2.0,40.0,346.0,4495.0,2.0,44770.0
0.0,20.0,74.0,103.0,6.0,85.0,69.0,2232.0,0.0,46240.0
1.0,20.0,77.0,103.0,2.0,40.0,346.0,2033.0,2.0,44660.0
0.0,20.0,79.0,97.0,2.0,103.0,389.0,108.0,0.0,45679.0
1.0,20.0,74.0,103.0,13.0,2.0,20.0,3357.0,2.0,46730.0
2.0,8.0,74.0,103.0,2.0,127.0,346.0,539.0,2.0,45400.0
0.0,20.0,74.0,97.0,13.0,82.0,837.0,1901.0,0.0,46770.0
0.0,20.0,74.0,97.0,2.0,127.0,1034.0,1316.0,1.0,45069.0
0.0,20.0,74.0,103.0,1.0,76.0,793.0,2716.0,0.0,47190.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,1814.0,1.0,44820.0
1.0,14.0,74.0,103.0,2.0,51.0,387.0,2241.0,2.0,45880.0
0.0,20.0,74.0,107.0,2.0,104.0,983.0,1170.0,1.0,45600.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,402.0,1.0,45400.0
0.0,20.0,74.0,97.0,13.0,4.0,29.0,3569.0,0.0,45380.0
1.0,22.0,74.0,103.0,2.0,127.0,1034.0,2081.0,2.0,45180.0
0.0,22.0,74.0,103.0,2.0,127.0,1034.0,691.0,1.0,46170.0
0.0,20.0,74.0,107.0,2.0,40.0,346.0,848.0,0.0,44989.0
0.0,20.0,74.0,97.0,4.0,69.0,721.0,3775.0,0.0,48290.0
0.0,11.0,74.0,103.0,10.0,131.0,346.0,1405.0,1.0,45400.0
1.0,20.0,74.0,83.0,4.0,69.0,721.0,3772.0,2.0,48328.0
0.0,20.0,74.0,103.0,3.0,130.0,404.0,4489.0,0.0,45997.0
0.0,13.0,74.0,103.0,2.0,127.0,1034.0,1036.0,1.0,45160.0
1.0,20.0,79.0,107.0,13.0,32.0,891.0,3146.0,2.0,45360.0
3.0,20.0,74.0,107.0,12.0,67.0,429.0,1405.0,2.0,49870.0
0.0,20.0,74.0,97.0,4.0,69.0,721.0,4068.0,0.0,48343.0
1.0,20.0,74.0,107.0,1.0,118.0,1010.0,3847.0,2.0,47384.0
0.0,20.0,74.0,107.0,2.0,103.0,377.0,3096.0,0.0,45645.0
1.0,14.0,74.0,103.0,6.0,61.0,632.0,1405.0,2.0,45400.0
0.0,20.0,79.0,103.0,2.0,103.0,568.0,690.0,0.0,45640.0
0.0,20.0,74.0,97.0,2.0,45.0,370.0,3777.0,1.0,45260.0
1.0,22.0,74.0,103.0,10.0,105.0,984.0,1912.0,2.0,49750.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,3384.0,0.0,45030.0
0.0,20.0,74.0,103.0,10.0,105.0,149.0,1405.0,0.0,49760.0
0.0,20.0,74.0,103.0,10.0,75.0,265.0,1405.0,1.0,49700.0
0.0,20.0,74.0,107.0,1.0,76.0,874.0,1370.0,0.0,47180.0
0.0,20.0,74.0,103.0,10.0,98.0,463.0,1676.0,1.0,49250.0
1.0,20.0,74.0,103.0,2.0,127.0,646.0,2913.0,2.0,45220.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,2707.0,2.0,45180.0
1.0,22.0,74.0,103.0,5.0,54.0,844.0,895.0,2.0,48850.0
1.0,20.0,74.0,103.0,8.0,31.0,178.0,1380.0,2.0,48680.0
