CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1408991F, iMAX,2 MB,SEJ,JUAN ESCUTIA,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,EL CAPULIN,NICOLAS BRAVO,45670,-103.2675,20.4772222,ACTIVO
1412781B,ADSL,10 MB,SEJ,COLEGIO DE BACHILLERES 21,N/D,BACHILLERATO,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN MIGUEL CUYUTLAN,PRIVADA SAN JOSE 11,45660,-103.3915389,20.4169611,SUSPENDIDO
1406911K,ADSL,10 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PRIMARIA,VALLES,AMECA,AMECA,ALAMEDA 15,46600,-104.0466806,20.555375,SUSPENDIDO
1402751D, iMAX,2 MB,SEJ,ESC.SEC.TEC. O. 25,MATUTINO,SECUNDARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 39,47140,-102.3988333,21.0316944,ACTIVO
CDIND_012,INALAMBRICA,2 MB,CDI,ALBERGUE ESCOLAR INDIGENA,N/D,N/D,COSTA SUR,CUAUTITLAN DE GARCIA BARRAGAN,TELCRUZ,"CONOCIDO, ALBERGUE ESCOLAR INDIGENA",N/D,-104.125833,19.4761111,SUSPENDIDO
SC_018,ADSL,10 MB,SC,ELENA  RAMIREZ DE  VALADEZ,09:00 a 20:00,ESTATAL,ALTOS SUR,ARANDAS,ARANDAS,CUAUHTEMOC # 60,47180,-102.34462,20.705237,SUSPENDIDO
1407048X, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PREESCOLAR,VALLES,EL ARENAL,EL ARENAL,LOMAS DE LAS FLORES,45350,-103.6928472,20.7814194,SIN SERVICIO
SSJ_053,ADSL,2 MB,SSJ,ARQUITOS,N/D,N/D,COSTA SUR,AUTLAN DE AVARRO,AUTLAN DE AVARRO,MUTUALISMO O. 63 B,48900,-104.3694444,19.7708333,SUSPENDIDO
1410724A, iMAX,2 MB,SEJ,LAZARO CARDENAS,VESPERTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,SAN MARTIN DE LAS FLORES DE ABAJO,COL. SAN MARTIN 80 ,45620,-103.2803333,20.5913333,ACTIVO
1407989H,ADSL,10 MB,SEJ,CAM MANUEL LOPEZ COTILLA,MATUTINO,ESPECIAL,CENTRO,GUADALAJARA,GUADALAJARA,EVORA 939,44240,-103.3439889,20.7148861,SUSPENDIDO
1412163K,ADSL,2 MB,SEJ,MODULO SAN MARCOS (AHUALULCO),VESPERTINO,BACHILLERATO,VALLES,SAN MARCOS,SAN MARCOS,MATAMOROS 40,46540,-104.1995806,20.7893611,SUSPENDIDO
1404449J,ADSL,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,SURESTE,VALLE DE JUAREZ,VALLE DE JUAREZ,HIDALGO 82,49540,-102.9422611,19.9330167,SUSPENDIDO
JCSSA001932,ADSL,2 MB,SSJ,MODULO DEGOLLADO,N/D,N/D,CIENEGA,DEGOLLADO,DEGOLLADO,MORELOS 255,47980,-102.1391667,20.4469444,SUSPENDIDO
1412276D, iMAX,2 MB,SEJ,NOMBRE EN TRAMITE,VESPERTINO,PRIMARIA,CENTRO,TONALA,TONALA,HACIENDA CIENEGA DE MATA  S/N COL.HDA. REAL,45400,-103.2402222,20.5911389,SIN SERVICIO
1412459C, iMAX,2 MB,SEJ,SAN PABLO DE LAS AZAS,MATUTINO,PRIMARIA,ALTOS ORTE,LAGOS DE MORENO,SAN PABLO,CONOCIDO,47400,-102.1023444,21.2994278,SIN SERVICIO
1404099E, iMAX,2 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,CIENEGA,ATOTONILCO EL ALTO,LA SOLEDAD,CONOCIDO RANCHO DE LA SOLEDAD,47755,-102.5538889,20.6345,ACTIVO
1406921B, iMAX,2 MB,SEJ,ANAHUAC,MATUTINO,PREESCOLAR,VALLES,AMECA,AMECA,GUANAJUATO 21,46680,-104.0278583,20.5368917,SIN SERVICIO
JCSSA006400,ADSL,2 MB,SSJ,UNIDAD MOVIL DE TONILA,N/D,N/D,SUR,TONILA,TONILA,MACLOVIO HERRERA ESQ. HIDALGO,49084,-103.5488889,19.4080556,SUSPENDIDO
SSJ_618,ADSL,10 MB,SSJ,STA MARGARITA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,AV. PROLONGACION ACUEDUCTO S/N,45140,-103.3919444,20.7202778,SUSPENDIDO
1409021K, iMAX,2 MB,SEJ,ALBERTO LADRON DE GUEVARA JIMENEZ,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN AGUSTIN,LOMAS DE ACATIC 10,45645,-103.4643056,20.5263611,ACTIVO
1410647E, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 80,MATUTINO,SECUNDARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,ROSAL 515,45570,-103.2931389,20.62025,SIN SERVICIO
CR_027, iMAX,2 MB,GOB,N/D,N/D,N/D,VALLES,EL ARENAL,    BASE TEQ.: EL ARENAL,N/D,N/D,103 39 41.90  ,20 46 43.30 ,SIN SERVICIO
1401894H,ADSL,2 MB,SEJ,EUTIQUIA MEDINA PADILLA,MATUTINO,PRIMARIA,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,HERMION LARIOS 857,47470,-101.9396889,21.3492222,SUSPENDIDO
1406892H,ADSL,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PRIMARIA,VALLES,AMATITAN,AMATITAN,HUMBERTO MENESES 52,45380,-103.7294083,20.8392806,SUSPENDIDO
1401550C, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PREESCOLAR,NORTE,VILLA GUERRERO,VILLA GUERRERO,20 DE OVIEMBRE,46100,-103.5951917,21.9886583,ACTIVO
UDG_187,ADSL,10 MB,UDG,ESC. PREPA. REG. DE TEQUILA,N/D,N/D,N/D,TEQUILA,N/D,SAN MART-N # 175 TEQUILA JAL.,N/D,-103.836667,20.882778,SUSPENDIDO
CNV_006, iMAX,2 MB,GOB,CENTRO UEVA VIDA TONALA II,N/D,N/D,CENTRO,TONALA,N/D,N/D,N/D,-103.2619444,20.7555556,SIN SERVICIO
1402689H, iMAX,2 MB,SEJ,ELENO GARCIA RAMOS,MATUTINO,PREESCOLAR,ALTOS SUR,JESUS MARIA,JESUS MARIA,GONZALEZ LUNA 77,47950,-102.2171556,20.6040806,SIN SERVICIO
1412146H, iMAX,2 MB,SEJ,IGNACIO DIAZ MORALES,MATUTINO,SECUNDARIA,CENTRO,EL SALTO,EL QUINCE (SAN JOSE EL QUINCE),EJIDO 28 ENTRE SAGRADO CORAZON Y CENTENARIO COL. LA HIGUERA,45696,-103.286,20.5482,ACTIVO
1408958D,ADSL,10 MB,SEJ,PREPARATORIA REGIONAL DE TLAJOMULCO DE ZUÑIGA,MATUTINO,BACHILLERATO,CENTRO,TLAJOMULCO DE ZUÑIGA,TLAJOMULCO DE ZUÑIGA,INDEPENDENCIA 8 ORTE,45640,-103.43475,20.4642778,SUSPENDIDO
1409068C,ADSL,10 MB,SEJ,ELIAS ANDINO VALLARTA,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AV.  CONCEPCION  S/N VILLAS DE LA HDA.,45655,-103.3785333,20.5296778,SUSPENDIDO
1402819G,ADSL,10 MB,SEJ,VALENTIN GOMEZ FARIAS,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,MONTE CHIMBORAZO 550,47600,-102.7587056,20.8011056,SUSPENDIDO
1413094D, iMAX,2 MB,SEJ,N/D,N/D,SECUNDARIA,COSTA ORTE,PUERTO VALLARTA,N/D,AVENIDA DE LOS MAESTROS,N/D,-105.2077806,20.6716417,SIN SERVICIO
1410511G,ADSL,10 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,HERRERA Y CAIRO 144,45500,-103.3111583,20.636925,SUSPENDIDO
1409431F, iMAX,2 MB,SEJ,GUSTAVO DIAZ ORDAZ,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,CANCUN # 6060 COL. GUSTAVO DIAZ ORDAZ,45080,-103.4208333,20.6188889,ACTIVO
1412231X, iMAX,2 MB,SEJ,EXTENSION EL SALVADOR (TEQUILA),VESPERTINO,BACHILLERATO,VALLES,TEQUILA,EL SALVADOR,CONOCIDO,46408,-103.7179194,21.0218889,SIN SERVICIO
1404666D, iMAX,2 MB,SEJ,MANUEL LîPEZ COTILLA,MATUTINO,SECUNDARIA,SURESTE,VALLE DE JUAREZ,PASO DE PIEDRA,CONOCIDO,49540,-102.9520833,19.9778167,SIN SERVICIO
SSJ_450,ADSL,2 MB,SSJ,TENAMAXTLAN,N/D,N/D,SIERRA DE AMULA,TENAMAXTLAN,TENAMAXTLAN,CALLLE DE LOS MAESTROS # 29 TENAMAXTLAN,48570,-104.1641667,20.2175,SUSPENDIDO
SC_212,ADSL,10 MB,SC,PROFA. MA DEL REFUGIO PEREZ DE LA TORRE,08:00 A 20:00,MUNICIPAL,CENTRO,TLAQUEPAQUE,TOLUQUILLA,PINO SUAREZ #. 40,45610,-103.369277,20.577204,SUSPENDIDO
1405465D,ADSL,2 MB,SEJ,ENRIQUETA SANCHEZ Z.,MATUTINO,SECUNDARIA,SIERRA DE AMULA,EL LIMON,LA CIENEGA,INSURGENTES # 125,48720,-104.1387806,19.8397639,SUSPENDIDO
1410573E, iMAX,2 MB,SEJ,ANTONIO YAÑEZ JAUREGUI,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,JACARANDA 846,45589,-103.3016667,20.6186111,SIN SERVICIO
1408653C, iMAX,2 MB,SEJ,DONATO GUERRA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,PROLONGACION 8 DE JULIO 3669 ENTRE CAYETANO ESTEBAN Y RICARDO TOSCANO ,44960,-103.3758333,20.6219444,ACTIVO
SC_003,ADSL,2 MB,SC,ENRIQUE ALVAREZ DEL CASTILLO,09:00 A 20:00,ESTATAL,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,PASEO DEL RIO S/N,45700,-103.590233,20.422229,SUSPENDIDO
DIF_CDI_115, iMAX,2 MB,DIF,CENTRO DE DESARROLLO COMUNITARIO UM. 13,N/D,PREESCOLAR,CENTRO,ZAPOPAN,N/D,"PRIVADA JUAREZ ¡ 13, COL. TETLAN GDL. C.P. 44820",44820," 103¡16'38.0"" ",20¡39'30.7 ,SIN SERVICIO
1403841X, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,CIENEGA,OCOTLAN,SAN VICENTE (LABOR VIEJA),MORELOS 56,47780,-102.6554111,20.428075,ACTIVO
152IJJ,ADSL,2 MB,IJJ,ESPACIO PODER JOVEN ZAPOPAN (TESISTAN),N/D,N/D,CENTRO,ZAPOPAN,N/D,"CALLE 5 DE MAYO # 19 PLANTA ALTA, TESISTAN, ZAPOPAN, JALISCO. ENTRECALLE: ENTRE CALLE JALISCO Y CALLE BAJIO, ",N/D,-103.455337,20.712535,SUSPENDIDO
1409738D,INALAMBRICA,2 MB,SEJ,JOSE MA. LUIS MORA,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,PERIFERICO ORTE ¼ 200,45180,-103.3675639,20.7411056,SUSPENDIDO
1407325G,ADSL,2 MB,SEJ,NIÑOS HEROES,MATUTINO,PRIMARIA,VALLES,TALA,CUISILLOS,NIÑOS HEROES 2 A,45320,-103.7754389,20.6088972,SUSPENDIDO
1405224A, iMAX,2 MB,SEJ,IGNACIO M ALTAMIRANO,MATUTINO,PRIMARIA,SUR,TECHALUTA DE MONTENEGRO,ANOCA,CONOCIDO,49230,-103.5462667,20.0916972,SIN SERVICIO
1408450K, iMAX,2 MB,SEJ,ENGRACIA HERRERA,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,MARIANO BARCENAS 1139,44260,-103.3518333,20.6938611,SIN SERVICIO
1404004K, iMAX,2 MB,SEJ,FRANCISCO SILVA ROMERO,MATUTINO,PRIMARIA,CIENEGA,ZAPOTLAN DEL REY,ZAPOTLAN DEL REY,5 DE MAYO,45980,-102.9236111,20.4761111,SIN SERVICIO
CCR_100, iMAX,2 MB,IEEA,PLAZA GUADALAJARA 2,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,COLON # 129  COL. CENTRO C.P. 44100,44100,-103.264308,20.651247,SIN SERVICIO
1408293G, iMAX,2 MB,SEJ,MEXICO,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,JOSE ARTEAGA 3269,44970,-103.3675556,20.6222222,ACTIVO
1409457A, iMAX,2 MB,SEJ,VALENTIN GOMEZ FARIAS,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,CIRCUNVALACIîN ORTE 110,45070,-103.4263889,20.6263889,ACTIVO
1406631A,ADSL,2 MB,SEJ,ESC. SEC. TEC. O. 106,MATUTINO,SECUNDARIA,SIERRA OCCIDENTAL,GUACHINANGO,GUACHINANGO,J. MA. MERCADO O.5,46800,-104.3793917,20.5811361,SUSPENDIDO
1405009D, iMAX,2 MB,SEJ,JUSTO SIERRA,MATUTINO,PREESCOLAR,SUR,TUXPAN,TUXPAN,LOPEZ COTILLA 108,49800,-103.3782222,19.5604639,SIN SERVICIO
1409582J, iMAX,2 MB,SEJ,JUAN ESCUTIA,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,ARAYAN S/N COL. PARAISODEL COLLI,45069,-103.4603333,20.6216944,ACTIVO
1410982G, iMAX,2 MB,SEJ,JUAN TERRIQUEZ,MATUTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,CUAUHTEMOC,45430,-103.0621111,20.6299722,SIN SERVICIO
1400996K, iMAX,2 MB,SEJ,SAN RAFAEL,MATUTINO,PREESCOLAR,ALTOS SUR,VALLE DE GUADALUPE,SAN RAFAEL,SE ENCUENTRA JUNTO A LA CASA DES SR JOSE LUIS GARCIA MARTIN. A ESPALDAS PEGADO AL PUENTE,47380,102¡35'45.98, 20¡57'52.03 ,SIN SERVICIO
1403825J,ADSL,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,CIENEGA,OCOTLAN,OCOTLAN,RAYON 80,47870,-102.7759306,20.3426,SUSPENDIDO
1406920X,ADSL,10 MB,SEJ,USAER 1 AMECA,MATUTINO,ESPECIAL,VALLES,AMECA,AMECA,GOTA DE AGUA 15,46600,-104.0476694,20.5483444,SUSPENDIDO
1400217C, iMAX,2 MB,SEJ,ESCUELA ORMAL PARA EDUCADORAS DE GUADALAJARA,N/D,NORMALES,CENTRO,ZAPOPAN,ZAPOPAN,SIRIO 5555ENTRE ISAAC E TON Y CORONA BOREAL,45070,103¡25'30.76, 20¡37'46.60 ,SIN SERVICIO
1407883E,ADSL,10 MB,SEJ,EL PIPILA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,CONDOR 1414,44910,-103.3615583,20.6538639,SUSPENDIDO
1404814J, iMAX,2 MB,SEJ,RAMON GARCIA RUIZ,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,SAN DAVID 33,49086,-103.4773417,19.6858306,ACTIVO
SC_001, iMAX,2 MB,SC,LIC. JOSE LUIS LEAL SANABRIA,09:00 A+ 20:00,ESTATAL,ALTOS SUR,ACATIC,ACATIC,JAVIER MINA # 18,45470,-102.9093333,20.7768611,SIN SERVICIO
1406251A,ADSL,10 MB,SEJ,TERESA BARBA PALOMERA,VESPERTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,HIDALGO 302,48300,-105.2351556,20.608325,SUSPENDIDO
1408223D, iMAX,2 MB,SEJ,RAMON GARCIA RUIZ,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,ISLA HIERRO ENTRE FUERTE VENTURA E ISLA LA PALMA  ,44710,-103.4786,20.6409833,ACTIVO
CCR_310, iMAX,2 MB,IJJ,ESPACIO PODER JOVEN TLAQUEPAQUE,N/D,N/D,CENTRO,TLAQUEPAQUE,TOLUQUILLA,"CALLE GONZALEZ GALLO # 60 COL. TOLUQUILLA, TLAQUEPAQUE, JALISCO",45610,-103.370594,20.578379,SIN SERVICIO
1407949K,ADSL,10 MB,SEJ,HEROES DE MEXICO,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,ELIAS VILLALPANDO #1039,44820,-103.2868083,20.6471278,SUSPENDIDO
1410639K,ADSL,10 MB,SEJ,ENRIQUE GONZALEZ MARTINEZ,MATUTINO,SECUNDARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,REP. DE GUATEMALA ¼ 35,45500,-103.2981222,20.6314583,SUSPENDIDO
1409516A, iMAX,2 MB,SEJ,PRIMARIA  81,NOCTURNO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,FELIPE CARRILLO PUERTO 5304 ENTRE AVENIDA CORDILLERAS Y VOLCAN PICO DE ORIZABA ,45070,-103.4275556,20.6481944,ACTIVO
SSJ_396,ADSL,2 MB,SSJ,SAN MARTIN HIDALGO,N/D,N/D,VALLES,SAN MARTIN HIDALGO,SAN MARTIN HIDALGO,VICENTE GUERRERO 24,46770,-103.9305556,20.4347222,SUSPENDIDO
1404809F, iMAX,2 MB,SEJ,JUAN ENRIQUE PESTALOZZI,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,MATAMOROS 174,49000,-103.4628917,19.6941,SIN SERVICIO
1408412K, iMAX,2 MB,SEJ,JOSE VASCONCELOS,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,MALECON 544,44770,-103.2710556,20.6688611,SIN SERVICIO
1408342E,ADSL,10 MB,SEJ,ALFONSO GUTIERREZ HERMOSILLO,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,JUAN DIAZ COVARRUBIAS 160,44360,-103.3348,20.6743528,SUSPENDIDO
SSJ_191,ADSL,10 MB,SSJ,ARBOLEDAS DEL SUR,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,LAUREL DE LA INDIA O 4408,44950,-103.3461111,20.6763889,SUSPENDIDO
1407065A,ADSL,2 MB,SEJ,IDOLINA GAONA DE COSIO,MATUTINO,PRIMARIA,VALLES,COCULA,COCULA,FRAY LUCAS DE LLERENA 194,48500,-103.8175,20.3739778,SUSPENDIDO
14FMB0007T,ADSL,2 MB,SEJ,CENTRO DE MAESTROS 1405,N/D,CMAESTRO,CIENEGA,CHAPALA,CHAPALA,MARIA DE JESUS HERNANDEZ,45900,-103.1895889,20.2905778,SUSPENDIDO
1401817D,ADSL,2 MB,SEJ,JOSE MARIA CHAVEZ ALONSO,MATUTINO,PRIMARIA,ALTOS ORTE,ENCARNACION DE DIAZ,ENCARNACION DE DIAZ,PLAN DE AYALA,47270,-102.2469472,21.5251417,SUSPENDIDO
GOB_008, iMAX,2 MB,GOB,N/D,N/D,N/D,ALTOS SUR,ARANDAS,N/D,FRANCISCO MORA 76,N/D,-102.3452799,20.7049526,SIN SERVICIO
1408570E,ADSL,10 MB,SEJ,MORELOS,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,PABLO VALDEZ 1,44360,-103.3379306,20.6823111,SUSPENDIDO
1401897X,ADSL,2 MB,SEJ,VICENTE GUERRERO,MATUTINO,PRIMARIA,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,HIDALGO 42,47450,-101.8978167,21.3653639,SUSPENDIDO
1403200B, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,PIEDRA AMARILLA,CONOCIDO,45470,-102.9254194,20.7205611,SIN SERVICIO
1402619E,ADSL,10 MB,SEJ,BENITO JUAREZ,VESPERTINO,PRIMARIA,ALTOS SUR,ARANDAS,ARANDAS,NIÑOS HEROES 208,47183,-102.3483444,20.7115917,SUSPENDIDO
1408355H,ADSL,10 MB,SEJ,JOSE DIONISIO ASCENCIO DIAZ,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,JULIAN CARRILLO ¼ 1349         ,44700,-103.2984889,20.7032667,SUSPENDIDO
1404989A,ADSL,2 MB,SEJ,ANDRES FIGUEROA,MATUTINO,PRIMARIA,SUR,TONILA,TONILA,J JESUS CARRANZA 10,49840,-103.5515917,19.4108806,SUSPENDIDO
1401895A,ADSL,2 MB,SEJ,SALVADOR AZUELA RIVERA,MATUTINO,PRIMARIA,ALTOS ORTE,LAGOS DE MORENO,LAGOS DE MORENO,HERNANDO DE MARTELL 386,47400,-101.9312722,21.3696278,SUSPENDIDO
1406682D,ADSL,2 MB,SEJ,IGNACIO ALLENDE,MATUTINO,PRIMARIA,SIERRA OCCIDENTAL,TALPA DE ALLENDE,TALPA DE ALLENDE,PINO 2,48200,-104.8269111,20.3969,SUSPENDIDO
1410892H,ADSL,10 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,MALVA 248,45400,-103.2590944,20.6703583,SUSPENDIDO
SC_191,ADSL,2 MB,SC,PETRONILO GONZALEZ ESTRADA,10:00 A 13:00 Y 16:00 A 19:00,ESTATAL,VALLES,TEUCHITLAN,TEUCHITLAN,HILARIîN  ROMERO GIL # 14,46760,-103.847754,20.683989,SUSPENDIDO
DIF_JAL_016,ADSL,10 MB,DIF,CENTRO DE ATENCIîN A LA FAMILIA,N/D,N/D,CENTRO,GUADALAJARA,N/D, 5 DE FEBRERO 1309,N/D,-103.330688,20.656296,SUSPENDIDO
GOB_TEUCHITLAN, iMAX,2 MB,GOB,PRESIDENCIA MUNICIPAL,,,VALLES,TEUCHITLAN,TEUCHITLAN,CALLE 16 DE SEPTIEMBRE #10,,"103¡50'50.83"" ",20¡40'59.74 ,SIN SERVICIO
1412319E,ADSL,2 MB,SEJ,MODULO YAHUALICA (TEPATITLAN),MATUTINO,BACHILLERATO,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,KM. 2 CARRETERA AGUASCALIENTES,47300,-102.8844389,21.1843611,SUSPENDIDO
093IEE,ADSL,2 MB,INEEJAD,CASA DE LA CULTURA,N/D,N/D,SIERRA OCCIDENTAL,CUAUTLA,N/D,"EMILIANO ZAPATA # 7 COL. CENTRO C.P. 48150, , CUAUTLA, C.P. ",48150,,,SUSPENDIDO
1403977G,ADSL,2 MB,SEJ,LEONA VICARIO,MATUTINO,PRIMARIA,CIENEGA,TOTOTLAN,TOTOTLAN,HIDALGO ORIENTE 82,47730,-102.7928639,20.5411694,SUSPENDIDO
1405245X, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,SUR,ZACOALCO DE TORRES,EL CRUCERO DE SAN ISIDRO,CONOCIDO,45750,-103.5268222,20.1941944,ACTIVO
1406644D,ADSL,2 MB,SEJ,ESC. SEC. TEC. O. 8,MATUTINO,SECUNDARIA,SIERRA OCCIDENTAL,MASCOTA,MASCOTA,CUAUHTEMOC O.89,46900,-104.7889722,20.5282306,SUSPENDIDO
1412345F,ADSL,2 MB,SEJ,MODULO ZAPOTITLAN DE VADILLO (CD GUZMAN),VESPERTINO,BACHILLERATO,SUR,ZAPOTITLAN DE VADILLO,ZAPOTITLAN DE VADILLO,PROLONGACION FRAY PEDRO DE GANTE,49770,-103.8044194,19.5533056,SUSPENDIDO
1407269H, iMAX,2 MB,SEJ,16 DE SEPTIEMBRE,MATUTINO,PRIMARIA,VALLES,SAN MARTIN HIDALGO,SAN JACINTO,RUTA 139,46770,-103.9348889,20.3616861,ACTIVO
JCSSA004621,ADSL,2 MB,SSJ,MODULO SAN JUAN I,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,INDEPENDENCIA 74 BIS,47000,-102.3308333,21.2458333,SUSPENDIDO
DIF_JAL_014,ADSL,10 MB,DIF,CASA HOGAR PARA MUJERES,N/D,N/D,CENTRO,GUADALAJARA,N/D,MANUEL ACUÑA   2560,N/D,-103.381836,20.684837,SUSPENDIDO
1404844E,ADSL,10 MB,SEJ,VALENTIN GOMEZ FARIAS,MATUTINO,PRIMARIA,SUR,GOMEZ FARIAS,SAN SEBASTIAN DEL SUR,BRAVO,49120,-103.4810361,19.7929333,SUSPENDIDO
DIF_JAL_010, iMAX,2 MB,DIF,C.A.D.I. O. 10,N/D,N/D,CENTRO,ZAPOPAN,N/D,"COLINA DEL CONGRESO O. 2427, COLINAS DE ATEMAJAC  ZAPOPAN, JALISCO",N/D,-103.366001,20.718619,SIN SERVICIO
1403060A, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,CERRO GORDO,CALLE 12 OCTUBRE S/N,47700,-102.5602778,20.8047222,ACTIVO
1410755K, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,ARCELIA SEVILLA ENTRE DELICIA Y MARCOS LARA,45400,-103.2452778,20.5941667,ACTIVO
DIF_CDI_126, iMAX,2 MB,DIF,CAIC LA PAZ HORNOS,N/D,PREESCOLAR,CENTRO,ZAPOPAN,N/D,"CAPORALES Y CABALLERANGOS S/N,                  COL. JARDINES DE LA PAZ  GDL. C.P.44820",44820,-103.3094444,20.6544444,SIN SERVICIO
1408362X, iMAX,2 MB,SEJ,ESTANCIA DE BIENESTAR INFANTIL 99,MATUTINO,INICIAL,CENTRO,GUADALAJARA,GUADALAJARA,JUSTO SIERRA 2284,44100,-103.3744778,20.677975,SIN SERVICIO
DIF_JAL_013,ADSL,10 MB,DIF,CEPAVI,N/D,N/D,CENTRO,GUADALAJARA,N/D,"GALEANA O. 347 ESQ. LIBERTAD, COL. CENTRO",N/D,-103.348612,20.671948,SUSPENDIDO
1407585J,ADSL,10 MB,SEJ,RITA PEREZ DE MORENO,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,AQUILES SERDAN 332,44380,-103.3279306,20.6760639,SUSPENDIDO
SSJ_474,ADSL,10 MB,SSJ,TEQUILA,N/D,N/D,VALLES,TEQUILA,TEQUILA,MIGUEL HIDALGO 317,46400,-103.8366667,20.8827778,SUSPENDIDO
1402354A, iMAX,2 MB,SEJ,IGNACIO ZARAGOZA,MATUTINO,PRIMARIA,ALTOS ORTE,UNIîN DE SAN ANTONIO,LAS PRESITAS,CONOCIDO,47570,-101.9976167,21.1813778,SIN SERVICIO
1408910H,ADSL,2 MB,SEJ,RITA PEREZ DE MORENO,MATUTINO,PRIMARIA,CENTRO,CUQUIO,CUQUIO,CUAUHTEMOC 388,45480,-103.0279028,20.9304222,SUSPENDIDO
